,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,7,-,-,-,-,-,,v Zimbabwe,Hamilton,15 Feb 2015
1,2,-,DNB,-,-,1,0,,v Zimbabwe,Hamilton,15 Feb 2015
2,1,-,DNB,-,-,1,0,,v India,Melbourne,22 Feb 2015
3,2,7,-,-,-,-,-,,v India,Melbourne,22 Feb 2015
4,1,12,-,-,-,-,-,,v West Indies,Sydney,27 Feb 2015
