,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v India,Southampton,5 Jun 2019
1,2,-,9.0,54,0,0,0,,v India,Southampton,5 Jun 2019
2,1,DNB,-,-,-,-,-,,v Australia,Manchester,6 Jul 2019
3,2,-,9.0,62,0,0,0,,v Australia,Manchester,6 Jul 2019
