,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,10.0,66,2,0,0,,v England,The Oval,30 May 2019
1,2,11,-,-,-,-,-,,v England,The Oval,30 May 2019
2,1,-,10.0,57,0,0,0,,v Bangladesh,The Oval,2 Jun 2019
3,2,13*,-,-,-,-,-,,v Bangladesh,The Oval,2 Jun 2019
4,1,31*,-,-,-,-,-,,v India,Southampton,5 Jun 2019
