,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v England,The Oval,30 May 2019
1,2,50,-,-,-,-,-,,v England,The Oval,30 May 2019
2,1,-,DNB,-,-,1,0,,v Bangladesh,The Oval,2 Jun 2019
3,2,41,-,-,-,-,-,,v Bangladesh,The Oval,2 Jun 2019
4,1,22,-,-,-,-,-,,v India,Southampton,5 Jun 2019
