,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,8.0,44,1,0,0,,v England,The Oval,30 May 2019
1,2,24,-,-,-,-,-,,v England,The Oval,30 May 2019
2,1,-,10.0,52,2,1,0,,v Bangladesh,The Oval,2 Jun 2019
3,2,8,-,-,-,-,-,,v Bangladesh,The Oval,2 Jun 2019
4,1,34,-,-,-,-,-,,v India,Southampton,5 Jun 2019
