,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,3.0,16,0,1,0,,v England,The Oval,30 May 2019
1,2,11,-,-,-,-,-,,v England,The Oval,30 May 2019
2,1,-,5.0,38,0,0,0,,v Bangladesh,The Oval,2 Jun 2019
3,2,45,-,-,-,-,-,,v Bangladesh,The Oval,2 Jun 2019
4,0,-,TDNB,-,-,-,-,,v West Indies,Southampton,10 Jun 2019
