,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,10.0,73,2,0,0,,v Bangladesh,The Oval,2 Jun 2019
1,2,10,-,-,-,-,-,,v Bangladesh,The Oval,2 Jun 2019
2,1,42,-,-,-,-,-,,v India,Southampton,5 Jun 2019
3,2,-,10.0,36,1,1,0,,v India,Southampton,5 Jun 2019
4,0,-,TDNB,-,-,-,-,,v West Indies,Southampton,10 Jun 2019
