,ACCESS_METHOD_ID_,IsWeekDay_,Period_,CALL_DURATION_sum,CALL_DURATION_max,CALL_DURATION_min,CALL_DURATION_mean,NO_OF_CALLS_sum,NO_OF_CALLS_max,NO_OF_CALLS_min,NO_OF_CALLS_mean
429,-11464445,1,morning,65,27,1,8.125,9,2,1,1.125
430,-11461835,0,evening,2,2,2,2,1,1,1,1
431,-11461835,1,afternoon,3,3,3,3,1,1,1,1
432,-11461326,1,afternoon,4,1,1,1,4,1,1,1
433,-11461326,1,evening,3,2,1,1.5,3,2,1,1.5
434,-11461326,1,morning,8,2,1,1.143,7,1,1,1
435,-11461141,0,afternoon,50,16,3,8.336,10,5,1,1.667
436,-11461141,0,evening,119,24,1,11.9,12,2,1,1.2
437,-11461141,0,morning,73,29,9,18.25,4,1,1,1
438,-11461141,0,night,1,1,1,1,1,1,1,1
439,-11461141,1,afternoon,104,28,1,7.43,19,4,1,1.357
440,-11461141,1,evening,817,58,1,8.695,123,5,1,1.309
441,-11461141,1,morning,206,56,1,11.445,28,6,1,1.556
442,-11461141,1,night,11,9,2,5.5,2,1,1,1
443,-11460571,0,afternoon,6,4,2,3,2,1,1,1
444,-11460571,0,evening,2,1,1,1,2,1,1,1
445,-11460571,0,morning,3,3,3,3,1,1,1,1
446,-11460571,0,night,1,1,1,1,1,1,1,1
447,-11460571,1,afternoon,6,1,1,1,6,1,1,1
448,-11460571,1,evening,3,1,1,1,3,1,1,1
449,-11460571,1,morning,8,1,1,1,8,1,1,1
450,-11459795,0,afternoon,1,1,1,1,1,1,1,1
451,-11459795,0,evening,96,60,1,16,7,2,1,1.167
452,-11459795,0,morning,4,3,1,2,2,1,1,1
453,-11459795,1,afternoon,17,6,1,2.125,8,1,1,1
454,-11459795,1,evening,69,26,1,5.31,14,2,1,1.077
455,-11459795,1,morning,14,3,1,2,7,1,1,1
456,-11459368,0,evening,1,1,1,1,1,1,1,1
457,-11459368,1,afternoon,59,30,1,14.75,5,2,1,1.25
458,-11459368,1,evening,35,26,1,5,7,1,1,1
459,-11459368,1,morning,4,2,2,2,2,1,1,1
460,-11459368,1,night,1,1,1,1,1,1,1,1
461,-11458857,1,afternoon,5,1,1,1,5,1,1,1
462,-11458857,1,morning,73,61,1,9.125,9,2,1,1.125
463,-11456962,0,afternoon,10,3,1,1.429,8,2,1,1.143
464,-11456962,0,evening,2,1,1,1,2,1,1,1
465,-11456962,0,morning,12,5,1,1.714,7,1,1,1
466,-11456962,1,afternoon,51,6,1,1.7,37,3,1,1.233
467,-11456962,1,evening,14,10,1,3.5,4,1,1,1
468,-11456962,1,morning,13,9,1,3.25,4,1,1,1
469,-11456777,0,evening,2,2,2,2,1,1,1,1
470,-11456777,0,morning,3,3,3,3,1,1,1,1
471,-11456777,1,afternoon,8,3,1,1.6,5,1,1,1
472,-11456777,1,evening,24,5,1,1.846,17,3,1,1.308
473,-11456777,1,morning,1,1,1,1,1,1,1,1
474,-11455065,0,afternoon,2,1,1,1,2,1,1,1
475,-11455065,0,morning,3,1,1,1,3,1,1,1
476,-11455065,1,afternoon,10,5,1,2,5,1,1,1
477,-11455065,1,evening,9,3,1,1.8,5,1,1,1
478,-11455065,1,morning,7,2,1,1.167,6,1,1,1
479,-11455065,1,night,2,1,1,1,2,1,1,1
480,-11454535,0,afternoon,11,5,1,2.2,5,1,1,1
481,-11454535,0,evening,2,2,2,2,1,1,1,1
482,-11454535,0,morning,11,8,1,2.75,6,3,1,1.5
483,-11454535,0,night,1,1,1,1,1,1,1,1
484,-11454535,1,afternoon,4,2,1,1.333,4,2,1,1.333
485,-11454535,1,evening,29,5,1,2.23,15,2,1,1.154
486,-11454535,1,morning,14,3,1,1.75,9,2,1,1.125
487,-11454535,1,night,1,1,1,1,1,1,1,1
488,-11453353,0,afternoon,14,5,1,1.75,10,2,1,1.25
489,-11453353,0,evening,49,47,1,16.33,4,2,1,1.333
490,-11453353,0,morning,7,5,2,3.5,3,2,1,1.5
491,-11453353,1,afternoon,70,10,1,2.691,28,2,1,1.077
492,-11453353,1,evening,102,35,1,6,24,3,1,1.412
493,-11453353,1,morning,12,3,1,1.714,8,2,1,1.143
494,-11453353,1,night,2,1,1,1,2,1,1,1
495,-11452291,0,evening,2,1,1,1,2,1,1,1
496,-11452230,0,afternoon,1,1,1,1,1,1,1,1
497,-11452230,1,evening,3,2,1,1.5,2,1,1,1
498,-11452230,1,morning,4,1,1,1,4,1,1,1
499,-11452230,1,night,1,1,1,1,1,1,1,1
500,-11450701,0,afternoon,6,2,1,1.2,5,1,1,1
501,-11450701,0,evening,10,2,1,1.111,9,1,1,1
502,-11450701,0,morning,4,1,1,1,4,1,1,1
503,-11450701,1,afternoon,24,13,1,2.4,21,11,1,2.1
504,-11450701,1,evening,236,67,1,8.14,35,3,1,1.207
505,-11450701,1,morning,7,2,1,1.167,7,2,1,1.167
506,-11450701,1,night,22,22,22,22,1,1,1,1
507,-11444726,0,evening,1,1,1,1,1,1,1,1
508,-11444726,0,morning,2,1,1,1,2,1,1,1
509,-11444726,1,afternoon,1,1,1,1,1,1,1,1
510,-11444726,1,evening,5,2,1,1.25,5,2,1,1.25
511,-11444726,1,morning,1,1,1,1,1,1,1,1
512,-11444482,0,evening,105,37,1,13.125,9,2,1,1.125
513,-11444482,0,morning,2,2,2,2,1,1,1,1
514,-11444482,1,afternoon,4,2,1,1.333,3,1,1,1
515,-11444482,1,evening,61,31,1,6.777,9,1,1,1
516,-11444482,1,morning,182,65,1,13,15,2,1,1.071
517,-11438526,0,afternoon,21,10,1,7,3,1,1,1
518,-11438526,1,afternoon,21,11,3,7,6,3,1,2
519,-11438526,1,evening,1,1,1,1,1,1,1,1
520,-11438385,1,afternoon,35,17,1,5,7,1,1,1
521,-11438385,1,evening,10,4,1,1.667,6,1,1,1
522,-11438057,1,afternoon,2,1,1,1,2,1,1,1
523,-11438057,1,evening,1,1,1,1,1,1,1,1
524,-11437527,0,afternoon,1,1,1,1,1,1,1,1
525,-11437527,0,evening,1,1,1,1,1,1,1,1
526,-11437527,1,afternoon,7,3,1,1.75,4,1,1,1
527,-11437527,1,morning,2,1,1,1,2,1,1,1
528,-11437508,0,afternoon,20,5,1,2.5,8,1,1,1
529,-11437508,0,evening,23,17,1,3.834,6,1,1,1
530,-11437508,0,morning,31,28,1,7.75,4,1,1,1
531,-11437508,0,night,1,1,1,1,1,1,1,1
532,-11437508,1,afternoon,37,5,1,1.947,22,2,1,1.158
533,-11437508,1,evening,33,11,1,2.062,18,2,1,1.125
534,-11437508,1,morning,14,7,1,2.334,6,1,1,1
535,-11437508,1,night,1,1,1,1,1,1,1,1
536,-11437243,0,afternoon,17,4,1,1.889,11,2,1,1.223
537,-11437243,0,evening,4,2,1,1.333,3,1,1,1
538,-11437243,0,morning,3,1,1,1,3,1,1,1
539,-11437243,1,afternoon,5,2,1,1.25,4,1,1,1
540,-11437243,1,evening,8,3,1,2,5,2,1,1.25
541,-11437243,1,morning,97,34,1,5.105,22,2,1,1.158
542,-11437243,1,night,2,1,1,1,2,1,1,1
543,-11436896,1,afternoon,18,6,1,3,8,3,1,1.333
544,-11433388,0,afternoon,3,2,1,1.5,3,2,1,1.5
545,-11433388,1,afternoon,46,22,1,5.75,18,9,1,2.25
546,-11433388,1,evening,144,60,1,24,6,1,1,1
547,-11433388,1,morning,68,57,1,17,4,1,1,1
548,-11433144,0,afternoon,27,8,1,2.455,27,8,1,2.455
549,-11433144,0,evening,20,7,2,5,20,7,2,5
550,-11433144,0,morning,9,3,1,1.8,9,3,1,1.8
551,-11433144,1,afternoon,110,57,1,7.855,55,11,1,3.928
552,-11433144,1,evening,41,15,1,3.416,41,15,1,3.416
553,-11433144,1,morning,109,42,1,5.74,39,9,1,2.053
554,-11432103,0,afternoon,35,4,1,1.4,25,1,1,1
555,-11432103,0,evening,41,7,1,1.782,32,3,1,1.392
556,-11432103,0,morning,30,5,1,1.363,25,3,1,1.137
557,-11432103,1,afternoon,58,6,1,1.567,46,4,1,1.243
558,-11432103,1,evening,94,27,1,2.611,44,2,1,1.223
559,-11432103,1,morning,52,4,1,1.485,37,2,1,1.058
560,-11429615,0,afternoon,2,1,1,1,2,1,1,1
561,-11429615,0,evening,5,3,1,1.667,5,3,1,1.667
562,-11429615,1,afternoon,19,18,1,9.5,2,1,1,1
563,-11429615,1,evening,7,4,1,1.75,4,1,1,1
564,-11429005,0,afternoon,3,1,1,1,3,1,1,1
565,-11429005,0,morning,35,9,1,5,11,3,1,1.571
566,-11429005,1,afternoon,296,63,1,18.5,24,4,1,1.5
567,-11429005,1,evening,6,3,1,1.5,4,1,1,1
568,-11429005,1,morning,77,23,1,11,8,2,1,1.143
569,-11428963,1,afternoon,2,2,2,2,1,1,1,1
570,-11428963,1,morning,2,1,1,1,2,1,1,1
571,-11427699,0,morning,116,60,15,38.66,3,1,1,1
572,-11427699,1,afternoon,2,2,2,2,1,1,1,1
573,-11427678,0,afternoon,93,12,1,2.215,49,3,1,1.167
574,-11427678,0,evening,24,2,1,1.091,22,1,1,1
575,-11427678,0,morning,54,8,1,1.862,33,4,1,1.138
576,-11427678,1,afternoon,420,35,1,2.838,168,4,1,1.135
577,-11427678,1,evening,100,5,1,1.352,82,4,1,1.108
578,-11427678,1,morning,275,48,1,2.645,116,3,1,1.115
579,-11427678,1,night,2,1,1,1,2,1,1,1
580,-11426904,0,evening,1,1,1,1,1,1,1,1
581,-11426904,0,morning,1,1,1,1,1,1,1,1
582,-11426904,1,evening,30,30,30,30,1,1,1,1
583,-11426904,1,morning,2,2,2,2,2,2,2,2
584,-11426700,0,afternoon,24,17,1,4.8,6,2,1,1.2
585,-11426700,0,evening,11,3,1,1.571,11,3,1,1.571
586,-11426700,1,afternoon,93,24,1,4.65,20,1,1,1
587,-11426700,1,evening,70,16,1,3.5,31,5,1,1.55
588,-11426700,1,morning,39,14,1,7.8,5,1,1,1
589,-11425129,0,afternoon,3,2,1,1.5,2,1,1,1
590,-11425129,0,night,1,1,1,1,1,1,1,1
591,-11425129,1,afternoon,3,2,1,1.5,2,1,1,1
592,-11425129,1,morning,1,1,1,1,1,1,1,1
593,-11424925,0,afternoon,29,5,1,1.706,19,2,1,1.117
594,-11424925,0,evening,6,1,1,1,6,1,1,1
595,-11424925,0,morning,26,6,1,2,14,2,1,1.077
596,-11424925,1,afternoon,61,8,1,1.605,40,2,1,1.053
597,-11424925,1,evening,18,2,1,1.2,16,2,1,1.066
598,-11424925,1,morning,80,16,1,2.857,35,2,1,1.25
599,-11423234,0,afternoon,2,1,1,1,2,1,1,1
600,-11423234,0,evening,125,60,1,13.89,9,1,1,1
601,-11423234,1,afternoon,55,28,1,3.438,18,2,1,1.125
602,-11423234,1,evening,106,36,1,4.816,29,3,1,1.318
603,-11423234,1,morning,4,3,1,2,2,1,1,1
604,-11422561,0,morning,5,3,1,1.667,3,1,1,1
605,-11422561,1,afternoon,6,3,3,3,4,3,1,2
606,-11422561,1,evening,17,14,1,4.25,4,1,1,1
607,-11422561,1,morning,18,9,1,3.6,5,1,1,1
608,-11420277,0,afternoon,9,2,1,1.125,8,1,1,1
609,-11420277,0,evening,3,1,1,1,3,1,1,1
610,-11420277,1,afternoon,11,2,1,1.223,9,1,1,1
611,-11420277,1,evening,11,4,1,2.2,7,2,1,1.4
612,-11420277,1,morning,9,4,1,2.25,5,2,1,1.25
613,-11418746,0,afternoon,11,3,1,1.375,10,3,1,1.25
614,-11418746,0,evening,1,1,1,1,1,1,1,1
615,-11418746,0,morning,12,4,1,2,7,2,1,1.167
616,-11418746,1,afternoon,5,1,1,1,5,1,1,1
617,-11418746,1,evening,9,2,1,1.5,8,2,1,1.333
618,-11418746,1,morning,1,1,1,1,1,1,1,1
619,-11416279,0,afternoon,9,2,1,1.125,9,2,1,1.125
620,-11416279,1,afternoon,3,2,1,1.5,2,1,1,1
621,-11416279,1,morning,1,1,1,1,1,1,1,1
622,-11416117,0,afternoon,4,2,1,1.333,3,1,1,1
623,-11416117,0,evening,4,1,1,1,4,1,1,1
624,-11416117,0,morning,4,1,1,1,4,1,1,1
625,-11416117,1,afternoon,7,2,1,1.167,6,1,1,1
626,-11416117,1,evening,17,9,1,1.889,10,2,1,1.111
627,-11416117,1,morning,4,1,1,1,4,1,1,1
628,-11415097,0,afternoon,24,13,11,12,2,1,1,1
629,-11415097,0,evening,105,37,1,17.5,7,2,1,1.167
630,-11415097,0,night,34,34,34,34,1,1,1,1
631,-11415097,1,afternoon,299,52,1,12.46,32,3,1,1.333
632,-11415097,1,evening,434,54,1,18.08,31,3,1,1.292
633,-11415097,1,morning,146,59,2,18.25,14,3,1,1.75
634,-11415097,1,night,199,65,1,33.16,8,2,1,1.333
635,-11414750,0,afternoon,15,4,1,1.875,8,1,1,1
636,-11414750,0,evening,16,9,1,2.285,9,3,1,1.286
637,-11414750,0,morning,184,55,1,23,8,1,1,1
638,-11414750,1,afternoon,142,65,1,7.1,24,3,1,1.2
639,-11414750,1,evening,24,5,1,1.5,17,2,1,1.0625
640,-11414750,1,morning,236,56,1,5.49,48,2,1,1.116
641,-11414750,1,night,2,2,2,2,2,2,2,2
642,-11409204,1,afternoon,1,1,1,1,1,1,1,1
643,-11409162,0,morning,1,1,1,1,1,1,1,1
644,-11409162,1,afternoon,34,24,4,11.336,3,1,1,1
645,-11409162,1,evening,7,2,1,1.167,6,1,1,1
646,-11406838,0,afternoon,32,3,1,1.523,22,2,1,1.048
647,-11406838,0,evening,22,2,1,1.1,21,2,1,1.05
648,-11406838,0,morning,26,7,1,2.166,13,2,1,1.083
649,-11406838,0,night,51,29,1,4.25,13,2,1,1.083
650,-11406838,1,afternoon,78,6,1,1.902,46,2,1,1.122
651,-11406838,1,evening,99,4,1,1.395,82,2,1,1.155
652,-11406838,1,morning,95,60,1,4.316,23,2,1,1.046
653,-11406838,1,night,68,9,1,2.268,37,5,1,1.233
654,-11403147,0,afternoon,72,9,1,1.846,42,2,1,1.077
655,-11403147,0,evening,34,30,1,6.8,5,1,1,1
656,-11403147,0,morning,120,10,1,2,71,3,1,1.184
657,-11403147,1,afternoon,267,13,1,2.086,143,5,1,1.117
658,-11403147,1,evening,52,9,1,2.166,26,2,1,1.083
659,-11403147,1,morning,356,18,1,2.373,170,3,1,1.134
660,-11403147,1,night,1,1,1,1,1,1,1,1
661,-11402739,1,afternoon,15,4,1,1.667,12,2,1,1.333
662,-11402739,1,evening,1,1,1,1,1,1,1,1
663,-11402739,1,morning,59,11,1,5.9,13,4,1,1.3
664,-11402657,0,evening,7,4,3,3.5,2,1,1,1
665,-11402657,0,morning,10,5,1,2.5,4,1,1,1
666,-11402657,1,afternoon,18,4,1,1.8,11,2,1,1.1
667,-11402657,1,evening,27,8,1,2.455,12,2,1,1.091
668,-11402657,1,morning,20,6,1,2.857,7,1,1,1
669,-11402657,1,night,2,1,1,1,2,1,1,1
670,-11402209,0,afternoon,4,1,1,1,4,1,1,1
671,-11402209,0,morning,5,2,1,1.667,4,2,1,1.333
672,-11402209,1,morning,1,1,1,1,1,1,1,1
673,-11400455,0,afternoon,530,60,1,10.6,52,2,1,1.04
674,-11400455,0,evening,105,44,1,5.25,21,2,1,1.05
675,-11400455,0,morning,318,62,1,7.758,43,2,1,1.049
676,-11400455,1,afternoon,1167,55,1,10.91,122,3,1,1.141
677,-11400455,1,evening,82,21,1,3.037,29,2,1,1.074
678,-11400455,1,morning,1168,60,1,11.8,110,5,1,1.111
679,-11398396,0,afternoon,7,3,1,1.75,4,1,1,1
680,-11398396,0,morning,1,1,1,1,1,1,1,1
681,-11398396,1,afternoon,20,5,1,2.223,14,3,1,1.556
682,-11398396,1,evening,11,2,1,1.375,8,1,1,1
683,-11398396,1,morning,4,2,1,1.333,3,1,1,1
684,-11396724,0,afternoon,9,4,1,1.8,7,3,1,1.4
685,-11396724,0,evening,10,6,1,2,6,2,1,1.2
686,-11396724,0,morning,9,8,1,4.5,2,1,1,1
687,-11396724,1,afternoon,52,22,1,5.2,13,3,1,1.3
688,-11396724,1,evening,5,3,1,1.667,3,1,1,1
689,-11396724,1,morning,12,7,1,2.4,5,1,1,1
690,-11396541,0,afternoon,1,1,1,1,1,1,1,1
691,-11396541,0,evening,2,2,2,2,1,1,1,1
692,-11396541,0,morning,7,2,1,1.4,5,1,1,1
693,-11396541,1,afternoon,198,40,1,14.14,19,3,1,1.357
694,-11396541,1,evening,137,57,1,13.7,13,2,1,1.3
695,-11396541,1,morning,36,6,1,1.637,25,2,1,1.137
696,-11396541,1,night,37,37,37,37,1,1,1,1
697,-11395969,0,afternoon,1,1,1,1,1,1,1,1
698,-11395969,1,afternoon,1,1,1,1,1,1,1,1
699,-11395969,1,morning,3,1,1,1,3,1,1,1
700,-11394093,0,afternoon,10,5,1,2,7,2,1,1.4
701,-11394093,0,evening,13,5,1,2.6,6,2,1,1.2
702,-11394093,0,morning,10,3,1,1.429,7,1,1,1
703,-11394093,1,afternoon,30,8,1,2.727,13,2,1,1.182
704,-11394093,1,evening,5,3,1,1.667,4,2,1,1.333
705,-11394093,1,morning,14,4,1,1.556,10,2,1,1.111
706,-11390972,0,afternoon,7,3,1,1.4,5,1,1,1
707,-11390972,0,evening,16,2,1,1.454,11,1,1,1
708,-11390972,0,morning,19,3,1,1.357,14,1,1,1
709,-11390972,0,night,3,2,1,1.5,2,1,1,1
710,-11390972,1,afternoon,27,4,1,1.286,23,2,1,1.096
711,-11390972,1,evening,103,30,1,3.678,34,4,1,1.214
712,-11390972,1,morning,44,4,1,1.63,31,2,1,1.148
713,-11389485,0,afternoon,1,1,1,1,1,1,1,1
714,-11389485,0,evening,3,3,3,3,1,1,1,1
715,-11389485,1,afternoon,18,11,1,4.5,4,1,1,1
716,-11389485,1,morning,1,1,1,1,1,1,1,1
717,-11388934,0,afternoon,283,54,1,14.15,34,5,1,1.7
718,-11388934,0,evening,263,63,1,17.53,30,5,1,2
719,-11388934,0,morning,124,48,1,11.27,14,3,1,1.272
720,-11388934,0,night,4,2,1,1.333,4,2,1,1.333
721,-11388934,1,afternoon,257,67,1,5.47,59,5,1,1.255
722,-11388934,1,evening,233,40,1,4.855,62,3,1,1.292
723,-11388934,1,morning,188,18,1,3.76,62,4,1,1.24
724,-11388934,1,night,11,9,2,5.5,2,1,1,1
725,-11387588,1,afternoon,1,1,1,1,1,1,1,1
726,-11387548,0,afternoon,1,1,1,1,1,1,1,1
727,-11387548,0,evening,3,2,1,1.5,2,1,1,1
728,-11387548,0,morning,1,1,1,1,1,1,1,1
729,-11387548,1,morning,3,1,1,1,3,1,1,1
730,-11387302,0,afternoon,14,6,4,4.668,3,1,1,1
731,-11387302,0,evening,1,1,1,1,1,1,1,1
732,-11387302,0,morning,6,6,6,6,1,1,1,1
733,-11387302,1,afternoon,75,33,1,8.336,10,2,1,1.111
734,-11387302,1,evening,26,21,1,5.2,6,2,1,1.2
735,-11387302,1,morning,19,9,1,3.8,5,1,1,1
736,-11386751,0,afternoon,16,5,1,1.777,11,3,1,1.223
737,-11386751,0,evening,4,2,1,1.333,3,1,1,1
738,-11386751,0,morning,11,5,1,1.571,7,1,1,1
739,-11386751,1,afternoon,87,10,1,2.023,49,2,1,1.14
740,-11386751,1,evening,25,5,1,2.084,15,3,1,1.25
741,-11386751,1,morning,78,7,1,2.363,49,5,1,1.484
742,-11386751,1,night,2,1,1,1,2,1,1,1
743,-11385487,0,afternoon,316,60,1,7.523,47,2,1,1.119
744,-11385487,0,evening,52,15,1,2.08,27,2,1,1.08
745,-11385487,0,morning,350,60,1,7.293,60,3,1,1.25
746,-11385487,0,night,4,2,1,1.333,3,1,1,1
747,-11385487,1,afternoon,590,60,1,5.617,132,4,1,1.257
748,-11385487,1,evening,229,45,1,3.367,84,5,1,1.235
749,-11385487,1,morning,995,61,1,6.547,189,4,1,1.243
750,-11385487,1,night,21,3,1,1.615,16,3,1,1.23
751,-11384406,0,afternoon,105,13,1,2.334,53,3,1,1.178
752,-11384406,0,evening,87,14,1,2.719,35,3,1,1.094
753,-11384406,0,morning,69,13,1,2.379,34,3,1,1.173
754,-11384406,1,afternoon,230,8,1,1.811,158,5,1,1.244
755,-11384406,1,evening,286,44,1,4.145,79,3,1,1.145
756,-11384406,1,morning,198,11,1,1.65,142,4,1,1.184
757,-11384406,1,night,2,1,1,1,2,1,1,1
758,-11382797,0,afternoon,60,29,1,10,9,3,1,1.5
759,-11382797,0,evening,120,63,4,24,12,4,1,2.4
760,-11382797,0,morning,198,60,10,33,10,5,1,1.667
761,-11382797,0,night,46,28,18,23,2,1,1,1
762,-11382797,1,afternoon,8,6,2,4,3,2,1,1.5
763,-11382797,1,evening,515,87,1,28.61,40,4,1,2.223
764,-11382797,1,morning,436,60,1,21.8,28,3,1,1.4
765,-11379432,0,evening,1,1,1,1,1,1,1,1
766,-11379432,0,morning,2,2,2,2,1,1,1,1
767,-11379432,1,afternoon,35,22,3,11.664,3,1,1,1
768,-11379432,1,evening,10,7,1,3.334,3,1,1,1
769,-11379432,1,morning,4,2,1,1.333,3,1,1,1
770,-11379024,0,afternoon,2,2,2,2,2,2,2,2
771,-11379024,1,afternoon,22,9,1,3.666,7,2,1,1.167
772,-11379024,1,evening,3,1,1,1,3,1,1,1
773,-11379024,1,morning,23,20,1,5.75,4,1,1,1
774,-11377087,0,evening,4,3,1,2,3,2,1,1.5
775,-11377087,1,afternoon,4,3,1,2,2,1,1,1
776,-11377087,1,morning,1,1,1,1,1,1,1,1
777,-11376923,0,afternoon,77,8,1,2.654,35,3,1,1.207
778,-11376923,0,evening,123,36,1,4.92,34,4,1,1.36
779,-11376923,0,morning,109,17,1,2.795,47,4,1,1.205
780,-11376923,0,night,6,2,1,1.5,4,1,1,1
781,-11376923,1,afternoon,293,59,1,3.15,109,3,1,1.172
782,-11376923,1,evening,355,30,1,3.516,129,4,1,1.277
783,-11376923,1,morning,141,11,1,1.905,78,2,1,1.054
784,-11376923,1,night,1,1,1,1,1,1,1,1
785,-11376841,0,afternoon,2,1,1,1,2,1,1,1
786,-11376841,0,morning,5,2,1,1.25,4,1,1,1
787,-11376841,1,afternoon,4,2,1,1.333,3,1,1,1
788,-11376841,1,morning,3,2,1,1.5,2,1,1,1
789,-11374271,0,afternoon,43,13,1,1.954,23,2,1,1.046
790,-11374271,0,evening,63,9,1,2.25,32,3,1,1.143
791,-11374271,0,morning,41,7,1,1.708,24,1,1,1
792,-11374271,0,night,23,4,1,1.917,15,3,1,1.25
793,-11374271,1,afternoon,220,8,1,1.913,133,3,1,1.156
794,-11374271,1,evening,128,7,1,2.031,68,3,1,1.079
795,-11374271,1,morning,136,7,1,1.789,85,3,1,1.118
796,-11374271,1,night,41,9,1,2.05,24,2,1,1.2
797,-11373333,0,afternoon,1,1,1,1,1,1,1,1
798,-11373333,0,evening,3,1,1,1,3,1,1,1
799,-11373333,1,afternoon,56,34,1,8,8,2,1,1.143
800,-11373333,1,evening,1,1,1,1,1,1,1,1
801,-11373333,1,morning,1,1,1,1,1,1,1,1
802,-11371253,0,afternoon,3,1,1,1,3,1,1,1
803,-11371253,0,evening,146,44,2,20.86,11,3,1,1.571
804,-11371253,0,morning,3,2,1,1.5,2,1,1,1
805,-11371253,1,afternoon,175,31,1,12.5,15,2,1,1.071
806,-11371253,1,evening,132,33,1,8.8,18,2,1,1.2
807,-11371253,1,morning,94,43,1,5.53,21,4,1,1.235
808,-11371253,1,night,32,28,4,16,3,2,1,1.5
809,-11370193,0,morning,1,1,1,1,1,1,1,1
810,-11368704,0,afternoon,61,25,1,3.389,18,1,1,1
811,-11368704,0,evening,81,35,1,3.375,27,2,1,1.125
812,-11368704,0,morning,20,16,1,5,5,2,1,1.25
813,-11368704,0,night,2,1,1,1,2,1,1,1
814,-11368704,1,afternoon,383,35,1,8.15,61,4,1,1.298
815,-11368704,1,evening,341,60,1,8.52,53,5,1,1.325
816,-11368704,1,morning,91,15,1,3.5,32,3,1,1.23
817,-11368704,1,night,9,3,1,2.25,5,2,1,1.25
818,-11364464,0,afternoon,81,8,1,2.893,31,3,1,1.107
819,-11364464,0,evening,173,60,1,5.242,37,3,1,1.121
820,-11364464,0,morning,107,56,1,8.914,12,1,1,1
821,-11364464,1,afternoon,221,11,1,2.28,97,1,1,1
822,-11364464,1,evening,477,34,1,5.242,94,2,1,1.033
823,-11364464,1,morning,177,20,1,4.117,45,2,1,1.047
824,-11364464,1,night,4,2,1,1.333,3,1,1,1
825,-11362119,0,afternoon,99,38,6,19.8,5,1,1,1
826,-11362119,0,evening,2,2,2,2,1,1,1,1
827,-11362119,1,afternoon,201,67,2,28.72,11,3,1,1.571
828,-11362119,1,evening,83,27,1,13.836,7,2,1,1.167
829,-11362119,1,morning,34,20,1,4.855,7,1,1,1
830,-11361934,0,afternoon,1,1,1,1,1,1,1,1
831,-11361934,0,evening,110,60,4,22,6,2,1,1.2
832,-11361934,0,morning,12,9,1,4,3,1,1,1
833,-11361934,1,afternoon,17,3,1,1.546,11,1,1,1
834,-11361934,1,evening,186,58,1,15.5,12,1,1,1
835,-11361934,1,morning,9,2,1,1.286,8,2,1,1.143
836,-11360201,0,afternoon,2,2,2,2,1,1,1,1
837,-11360201,0,evening,1,1,1,1,1,1,1,1
838,-11360201,1,afternoon,19,4,1,1.583,13,2,1,1.083
839,-11360201,1,evening,48,13,1,4,12,1,1,1
840,-11360201,1,morning,112,22,1,7.465,16,2,1,1.066
841,-11358264,0,afternoon,4,2,1,1.333,4,2,1,1.333
842,-11358264,0,evening,4,1,1,1,4,1,1,1
843,-11358264,0,morning,1,1,1,1,1,1,1,1
844,-11358264,1,afternoon,1,1,1,1,1,1,1,1
845,-11358264,1,morning,4,1,1,1,4,1,1,1
846,-11357652,0,afternoon,8,3,1,2,5,2,1,1.25
847,-11357652,0,morning,4,1,1,1,4,1,1,1
848,-11357652,1,afternoon,5,1,1,1,5,1,1,1
849,-11357652,1,evening,3,1,1,1,3,1,1,1
850,-11357652,1,morning,7,1,1,1,7,1,1,1
851,-11357509,0,afternoon,36,19,1,3.6,12,3,1,1.2
852,-11357509,0,evening,104,30,2,13,12,3,1,1.5
853,-11357509,0,morning,4,2,1,1.333,3,1,1,1
854,-11357509,1,afternoon,94,73,1,13.43,10,3,1,1.429
855,-11357509,1,evening,122,48,1,15.25,9,2,1,1.125
856,-11357509,1,morning,5,2,1,1.25,5,2,1,1.25
857,-11355042,0,afternoon,6,3,1,1.5,4,1,1,1
858,-11355042,0,evening,3,2,1,1.5,2,1,1,1
859,-11355042,0,morning,1,1,1,1,1,1,1,1
860,-11355042,1,evening,5,5,5,5,1,1,1,1
861,-11355042,1,morning,5,3,1,1.667,3,1,1,1
862,-11354695,1,afternoon,8,2,1,1.6,5,1,1,1
863,-11354695,1,evening,5,5,5,5,1,1,1,1
864,-11350659,0,evening,17,15,2,8.5,3,2,1,1.5
865,-11350659,0,morning,3,3,3,3,1,1,1,1
866,-11350659,1,afternoon,73,33,1,8.11,10,2,1,1.111
867,-11350659,1,evening,33,33,33,33,1,1,1,1
868,-11350659,1,morning,38,15,1,4.223,10,2,1,1.111
869,-11350516,0,afternoon,1,1,1,1,1,1,1,1
870,-11350516,0,evening,1,1,1,1,1,1,1,1
871,-11350516,1,afternoon,5,4,1,2.5,3,2,1,1.5
872,-11347580,0,afternoon,11,3,1,1.571,7,1,1,1
873,-11347580,0,evening,6,5,1,3,2,1,1,1
874,-11347580,1,afternoon,34,10,1,2.268,21,3,1,1.4
875,-11347580,1,evening,7,3,1,1.4,6,2,1,1.2
876,-11347580,1,morning,26,5,1,2.363,16,4,1,1.454
877,-11347559,0,afternoon,2,1,1,1,2,1,1,1
878,-11347559,1,afternoon,14,4,1,1.75,8,1,1,1
879,-11347559,1,evening,8,2,1,1.143,8,2,1,1.143
