,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,4.0,24,0,1,0,,v West Indies,Kingston,13 Mar 2007
1,2,62,-,-,-,-,-,,v West Indies,Kingston,13 Mar 2007
2,1,9,-,-,-,-,-,,v Ireland,Kingston,17 Mar 2007
3,2,-,1.0,9,1,0,0,,v Ireland,Kingston,17 Mar 2007
4,1,21,-,-,-,-,-,,v Zimbabwe,Kingston,21 Mar 2007
