,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0,-,-,-,-,-,,v Canada,Colombo (RPS),3 Mar 2011
1,2,-,5.5,23,1,1,0,,v Canada,Colombo (RPS),3 Mar 2011
2,1,-,6.0,21,1,0,0,,v Zimbabwe,Pallekele,14 Mar 2011
3,2,DNB,-,-,-,-,-,,v Zimbabwe,Pallekele,14 Mar 2011
4,1,-,6.0,39,1,0,0,,v Australia,Colombo (RPS),19 Mar 2011
