,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,1,-,-,-,-,-,,v West Indies,Nottingham,31 May 2019
1,2,-,DNB,-,-,0,0,,v West Indies,Nottingham,31 May 2019
2,1,-,10.0,49,0,0,0,,v India,Manchester,16 Jun 2019
3,2,46*,-,-,-,-,-,,v India,Manchester,16 Jun 2019
4,1,23,-,-,-,-,-,,v South Africa,Lord's,23 Jun 2019
