,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,9.0,39,2,0,0,,v West Indies,Kingston,13 Mar 2007
1,2,11,-,-,-,-,-,,v West Indies,Kingston,13 Mar 2007
2,1,4,-,-,-,-,-,,v Ireland,Kingston,17 Mar 2007
3,2,-,4.0,15,1,2,0,,v Ireland,Kingston,17 Mar 2007
4,1,9,-,-,-,-,-,,v Kenya,Hambantota,23 Feb 2011
