,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0,-,-,-,-,-,,v West Indies,Nottingham,31 May 2019
1,2,-,DNB,-,-,1,0,,v West Indies,Nottingham,31 May 2019
2,1,10*,-,-,-,-,-,,v England,Nottingham,3 Jun 2019
3,2,-,10.0,63,2,0,0,,v England,Nottingham,3 Jun 2019
4,1,-,9.0,61,0,0,0,,v India,Manchester,16 Jun 2019
