,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,49,-,-,-,-,-,,v South Africa,Auckland,7 Mar 2015
1,2,-,DNB,-,-,6,0,,v South Africa,Auckland,7 Mar 2015
2,1,-,DNB,-,-,0,0,,v Ireland,Adelaide,15 Mar 2015
3,2,101*,-,-,-,-,-,,v Ireland,Adelaide,15 Mar 2015
4,1,10,-,-,-,-,-,,v Australia,Adelaide,20 Mar 2015
