,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,1,-,-,-,-,-,,v West Indies,Nottingham,31 May 2019
1,2,-,4.0,39,0,0,0,,v West Indies,Nottingham,31 May 2019
2,1,10*,-,-,-,-,-,,v England,Nottingham,3 Jun 2019
3,2,-,10.0,66,0,0,0,,v England,Nottingham,3 Jun 2019
4,1,-,10.0,67,1,0,0,,v Australia,Taunton,12 Jun 2019
