,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,9,2,240,56,34.28,381,62.99,0,3,33,0,1,0,5,9,885,466,12,3/31,4/80,38.83,3.15,73.7,0,0,0
1,ODIs,41,22,9,337,54,25.92,491,68.63,0,3,20,4,8,0,41,39,1975,1624,56,4/28,4/28,29.00,4.93,35.2,3,0,0
2,T20Is,32,11,5,115,29,19.16,80,143.75,0,0,5,6,11,0,32,32,717,818,44,4/14,4/14,18.59,6.84,16.2,1,0,0
3,First-class,13,18,2,504,132,31.50,719,70.09,1,3,68,4,8,0,13,24,2565,1452,57,6/77,10/157,25.47,3.39,45.0,5,2,1
4,List A,54,32,11,549,56,26.14,697,78.76,0,4,34,12,16,0,54,52,2569,2207,77,4/28,4/28,28.66,5.15,33.3,4,0,0
5,T20s,86,52,14,407,42,10.71,366,111.20,0,0,16,20,28,0,86,85,1918,2138,103,4/14,4/14,20.75,6.68,18.6,2,0,0
