,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,16,30,2,1003,129,35.82,1520,65.98,1,6,117,17,12,0,16,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,121,110,17,3194,102*,34.34,3712,86.04,2,20,268,53,77,13,121,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,82,77,14,1690,94,26.82,1375,122.90,0,8,122,55,49,2,82,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,95,165,11,6716,248,43.61,9084,73.93,15,37,865,94,85,0,95,18,471,309,5,2/24,2/24,61.80,3.93,94.2,0,0,0
4,List A,207,192,24,5985,136*,35.62,6348,94.28,6,37,529,144,128,13,207,6,114,101,2,1/7,1/7,50.50,5.31,57.0,0,0,0
5,T20s,254,236,50,5430,115*,29.19,4152,130.78,1,32,453,208,153,12,254,1,24,36,1,1/36,1/36,36.00,9.00,24.0,0,0,0
