,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,55,105,8,3652,224,37.64,6520,56.01,10,12,455,28,45,0,55,77,4067,1808,53,4/16,4/48,34.11,2.66,76.7,2,0,0
1,ODIs,218,216,15,6614,140*,32.90,8633,76.61,11,38,664,110,85,0,218,177,7733,5400,139,4/41,4/41,38.84,4.18,55.6,1,0,0
2,T20Is,89,86,8,1908,86,24.46,1643,116.12,0,10,196,51,25,0,89,67,1117,1226,54,4/10,4/10,22.70,6.58,20.6,1,0,0
3,First-class,210,365,15,12169,224,34.76,,,26,56,,,183,0,210,,14992,6764,253,8/57,,26.73,2.70,59.2,,7,2
4,List A,340,337,20,11402,140*,35.96,,,17,75,,,144,0,340,,13269,9304,256,4/23,4/23,36.34,4.20,51.8,4,0,0
5,T20s,258,244,23,5413,102*,24.49,4442,121.85,2,30,579,161,88,0,258,189,3497,3647,162,4/10,4/10,22.51,6.25,21.5,3,0,0
