,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,35,52,6,508,38*,11.04,1130,44.95,0,0,58,7,19,0,35,67,11293,5832,203,8/41,14/184,28.72,3.09,55.6,10,16,3
1,ODIs,25,13,6,127,32*,18.14,149,85.23,0,0,9,1,6,0,25,24,1293,1150,24,6/26,6/26,47.91,5.33,53.8,1,1,0
2,T20Is,2,1,1,11,11*,-,7,157.14,0,0,1,0,4,0,2,2,24,39,0,-,-,-,9.75,-,0,0,0
3,First-class,126,175,23,2419,71,15.91,,,0,6,,,66,0,126,,28868,14744,536,8/41,,27.50,3.06,53.8,35,31,4
4,List A,90,55,23,705,66*,22.03,,,0,2,,,31,0,90,,4637,3682,110,6/26,6/26,33.47,4.76,42.1,2,1,0
5,T20s,104,53,13,372,28,9.30,370,100.54,0,0,28,8,35,0,104,102,2255,2588,89,4/7,4/7,29.07,6.88,25.3,1,0,0
