,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,14,21,11,63,11,6.30,361,17.45,0,0,7,1,4,0,14,27,3036,1245,66,5/33,10/95,18.86,2.46,46.0,5,4,1
1,ODIs,3,-,-,-,-,-,-,-,-,-,-,-,0,0,3,3,162,153,1,1/44,1/44,153.00,5.66,162.0,0,0,0
2,First-class,97,140,51,620,40,6.96,2154,28.78,0,0,73,3,28,0,97,172,19381,8780,439,8/46,14/93,20.00,2.71,44.1,18,34,10
3,List A,52,30,13,136,15*,8.00,254,53.54,0,0,12,0,12,0,52,52,2520,2023,67,4/31,4/31,30.19,4.81,37.6,3,0,0
4,T20s,24,9,6,32,15*,10.66,21,152.38,0,0,3,2,5,0,24,23,492,685,20,3/22,3/22,34.25,8.35,24.6,0,0,0
