,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,10,19,1,726,147,40.33,1663,43.65,2,2,64,10,8,0,10,10,384,156,7,3/1,3/35,22.28,2.43,54.8,0,0,0
1,ODIs,39,38,5,1518,130,46.00,1797,84.47,2,12,125,23,15,0,39,21,642,613,11,3/45,3/45,55.72,5.72,58.3,0,0,0
2,T20Is,10,9,2,140,50,20.00,123,113.82,0,1,11,2,3,0,10,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,69,108,14,4714,211*,50.14,9055,52.05,13,27,591,23,36,0,69,19,546,253,9,3/1,3/35,28.11,2.78,60.6,0,0,0
4,List A,73,71,12,2602,130,44.10,3032,85.81,3,22,216,40,24,0,73,25,732,680,12,3/45,3/45,56.66,5.57,61.0,0,0,0
5,T20s,69,67,19,1490,69*,31.04,1386,107.50,0,10,122,35,31,0,69,2,30,35,2,1/17,1/17,17.50,7.00,15.0,0,0,0
