,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,2,2,0,11,7,5.50,23,47.82,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,58,95,10,3979,232,46.81,7620,52.21,11,18,538,10,63,0,58,16,366,256,3,1/1,1/11,85.33,4.19,122.0,0,0,0
2,List A,64,55,14,1919,102*,46.80,2219,86.48,1,14,193,15,21,0,64,2,30,19,1,1/9,1/9,19.00,3.80,30.0,0,0,0
3,T20s,10,10,2,309,57*,38.62,244,126.63,0,2,24,7,4,0,10,-,-,-,-,-,-,-,-,-,-,-,-
