,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,11,21,2,2/21,2/21,10.50,11.45,5.5,0,0,0
1,First-class,57,88,17,842,62,11.85,1903,44.24,0,1,110,9,24,0,57,103,10330,5414,230,9/32,12/41,23.53,3.14,44.9,14,10,2
2,List A,46,19,9,162,33*,16.20,203,79.80,0,0,15,3,12,0,46,46,2194,1953,75,6/63,6/63,26.04,5.34,29.2,2,2,0
3,T20s,31,13,7,36,8,6.00,38,94.73,0,0,2,2,6,0,31,31,665,765,31,3/23,3/23,24.67,6.90,21.4,0,0,0
