,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,73,139,8,5669,302*,43.27,13686,41.42,15,31,524,16,61,0,73,34,848,602,8,2/35,2/49,75.25,4.25,106.0,0,0,0
1,ODIs,53,53,3,1845,102,36.90,2478,74.45,3,12,168,14,8,0,53,14,258,260,4,2/26,2/26,65.00,6.04,64.5,0,0,0
2,First-class,187,328,28,11581,302*,38.60,,,35,51,,,139,0,187,,3215,1979,47,4/34,,42.10,3.69,68.4,2,0,0
3,List A,171,155,22,6278,132*,47.20,,,17,36,,,48,0,171,,2514,2309,69,5/23,5/23,33.46,5.51,36.4,2,4,0
4,T20s,49,49,4,985,72,21.88,941,104.67,0,3,98,16,24,0,49,15,267,283,15,3/10,3/10,18.86,6.35,17.8,0,0,0
