,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,21,40,5,1235,127*,35.28,2382,51.84,1,11,144,7,16,0,21,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,72,70,10,3213,125*,53.55,3726,86.23,10,15,279,27,36,0,72,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,30,30,7,1247,97*,54.21,967,128.95,0,10,124,18,14,0,30,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,52,87,9,2920,266,37.43,5318,54.90,3,22,365,18,33,0,52,19,720,423,5,1/13,1/17,84.60,3.52,144.0,0,0,0
4,List A,136,133,17,6129,142*,52.83,7233,84.73,20,33,570,41,63,0,136,29,633,555,12,2/20,2/20,46.25,5.26,52.7,0,0,0
5,T20s,107,104,18,3495,101,40.63,2894,120.76,1,27,349,57,48,0,107,5,78,85,4,2/20,2/20,21.25,6.53,19.5,0,0,0
