,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,1,2,1,13,13*,13.00,34,38.23,0,0,2,0,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,32,28,7,705,115,33.57,787,89.58,2,3,61,6,29,1,32,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,13,10,2,135,33*,16.87,134,100.74,0,0,12,1,3,2,13,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,77,118,20,4089,224,41.72,7706,53.06,8,21,493,9,220,14,77,9,153,97,4,2/10,2/10,24.25,3.80,38.2,0,0,0
4,List A,131,120,33,4338,141*,49.86,4840,89.62,11,21,380,48,122,17,131,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,86,66,21,1247,60*,27.71,1091,114.29,0,4,103,27,44,24,86,1,12,22,1,1/22,1/22,22.00,11.00,12.0,0,0,0
