,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,10,19,2,483,76,28.41,1017,47.49,0,3,59,3,7,0,10,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,36,36,5,1692,151,54.58,2100,80.57,7,6,134,15,7,0,36,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,1,1,0,7,7,7.00,10,70.00,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,46,83,12,2406,200*,33.88,5381,44.71,4,14,268,5,31,0,46,9,102,58,1,1/4,1/10,58.00,3.41,102.0,0,0,0
4,List A,68,68,5,2814,151,44.66,3604,78.07,8,14,238,19,15,0,68,4,28,35,0,-,-,-,7.50,-,0,0,0
5,T20s,43,40,6,1201,67,35.32,1013,118.55,0,12,112,18,10,0,43,-,-,-,-,-,-,-,-,-,-,-,-
