,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,5,2,0,28,28,14.00,18,155.55,0,0,4,1,1,0,5,5,246,303,5,2/52,2/52,60.60,7.39,49.2,0,0,0
1,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,29,0,-,-,-,7.25,-,0,0,0
2,First-class,2,2,0,0,0,0.00,9,0.00,0,0,0,0,0,0,2,4,311,140,3,2/32,3/74,46.66,2.70,103.6,0,0,0
3,List A,6,2,0,28,28,14.00,18,155.55,0,0,4,1,1,0,6,6,288,333,6,2/52,2/52,55.50,6.93,48.0,0,0,0
4,T20s,9,2,1,0,0*,0.00,2,0.00,0,0,0,0,1,0,9,9,210,267,13,3/30,3/30,20.53,7.62,16.1,0,0,0
