,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,22,28,11,122,17,7.17,306,39.86,0,0,14,2,4,0,22,41,4605,2253,71,5/38,8/151,31.73,2.93,64.8,1,5,0
1,ODIs,76,31,17,68,25,4.85,127,53.54,0,0,4,1,8,0,76,76,3601,3216,110,4/12,4/12,29.23,5.35,32.7,4,0,0
2,T20Is,9,2,2,3,3*,-,4,75.00,0,0,0,0,0,0,9,9,162,236,8,3/24,3/24,29.50,8.74,20.2,0,0,0
3,First-class,79,106,32,740,71,10.00,,,0,2,,,13,0,79,147,15536,7749,331,7/17,13/77,23.41,2.99,46.9,12,22,4
4,List A,151,69,33,300,32,8.33,,,0,0,,,17,0,151,150,7238,6403,207,5/45,5/45,30.93,5.30,34.9,11,1,0
5,T20s,136,48,27,137,36,6.52,156,87.82,0,0,12,5,41,0,136,134,2990,3602,164,4/12,4/12,21.96,7.22,18.2,6,0,0
