,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,69,117,6,4323,137,38.94,8922,48.45,12,23,478,29,67,0,69,12,268,152,2,1/7,1/18,76.00,3.40,134.0,0,0,0
1,ODIs,60,58,4,1336,84,24.74,1979,67.50,0,9,108,5,14,0,60,2,12,18,0,-,-,-,9.00,-,0,0,0
2,T20Is,10,10,0,192,38,19.20,185,103.78,0,0,19,2,3,0,10,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,138,234,19,8638,223,40.17,17129,50.42,22,42,1013,48,130,0,138,33,792,463,5,2/20,2/20,92.60,3.50,158.4,0,0,0
4,List A,127,124,12,4631,145,41.34,5628,82.28,9,32,467,26,53,0,127,27,531,500,9,2/14,2/14,55.55,5.64,59.0,0,0,0
5,T20s,90,86,9,1995,92*,25.90,1705,117.00,0,10,220,29,40,0,90,6,48,51,4,2/7,2/7,12.75,6.37,12.0,0,0,0
