,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,3,6,2,23,14,5.75,38,60.52,0,0,2,1,0,0,3,5,619,377,12,4/64,5/117,31.41,3.65,51.5,2,0,0
1,ODIs,19,8,6,42,19*,21.00,64,65.62,0,0,2,2,2,0,19,18,924,847,40,6/35,6/35,21.17,5.50,23.1,4,1,0
2,T20Is,10,1,1,0,0*,-,2,0.00,0,0,0,0,1,0,10,10,228,288,14,3/20,3/20,20.57,7.57,16.2,0,0,0
3,First-class,6,10,2,40,14,5.00,77,51.94,0,0,2,1,1,0,6,11,1261,697,30,8/39,9/84,23.23,3.31,42.0,3,1,0
4,List A,24,10,7,45,19*,15.00,72,62.50,0,0,2,2,3,0,24,23,1188,1108,45,6/35,6/35,24.62,5.59,26.4,4,1,0
5,T20s,31,10,2,14,4,1.75,42,33.33,0,0,0,0,4,0,31,31,667,872,40,5/4,5/4,21.80,7.84,16.6,0,1,0
