,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,3,3,0,117,112,39.00,129,90.69,1,0,10,0,3,0,3,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,102,189,14,6700,231*,38.28,13802,48.54,17,31,914,5,83,0,102,7,77,40,2,1/2,1/2,20.00,3.11,38.5,0,0,0
2,List A,99,98,7,3589,209*,39.43,4419,81.21,6,25,,,50,7,99,,38,23,1,1/3,1/3,23.00,3.63,38.0,0,0,0
3,T20s,41,37,4,712,62*,21.57,693,102.74,0,2,69,9,12,2,41,-,-,-,-,-,-,-,-,-,-,-,-
