,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,18,14,1,361,52,27.76,280,128.92,0,3,20,21,5,0,18,1,5,9,0,-,-,-,10.80,-,0,0,0
1,T20Is,20,19,6,280,41*,21.53,204,137.25,0,0,12,18,8,0,20,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,30,56,1,1170,101,21.27,1912,61.19,1,3,165,11,19,0,30,3,38,24,0,-,-,-,3.78,-,0,0,0
3,List A,65,59,5,1506,138,27.88,1359,110.81,3,7,120,69,27,0,65,5,49,78,0,-,-,-,9.55,-,0,0,0
4,T20s,126,118,24,2470,100,26.27,1678,147.19,1,10,179,152,49,0,126,2,24,26,2,1/4,1/4,13.00,6.50,12.0,0,0,0
