,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,27,41,5,306,39,8.50,727,42.09,0,0,32,5,5,0,27,49,5018,2864,83,5/63,7/134,34.50,3.42,60.4,3,2,0
1,ODIs,87,62,14,677,54*,14.10,784,86.35,0,2,51,27,27,0,87,86,4095,3903,113,5/46,5/46,34.53,5.71,36.2,4,1,0
2,T20Is,27,14,4,126,30*,12.60,107,117.75,0,0,9,5,5,0,27,27,543,723,28,3/18,3/18,25.82,7.98,19.3,0,0,0
3,First-class,136,193,31,2675,84,16.51,,,0,10,,,41,0,136,,23328,12849,441,9/59,,29.13,3.30,52.8,23,16,5
4,List A,178,117,37,1296,77,16.20,1557,83.23,0,4,,,57,0,178,,8364,7524,240,5/24,5/24,31.35,5.39,34.8,8,5,0
5,T20s,220,124,47,1083,53,14.06,847,127.86,0,1,87,40,65,0,220,217,4675,5538,258,5/17,5/17,21.46,7.10,18.1,0,1,0
