,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,8,0,73,15,9.12,176,41.47,0,0,6,1,2,0,5,10,1174,424,16,6/36,6/123,26.50,2.16,73.3,0,2,0
1,ODIs,3,3,0,40,38,13.33,49,81.63,0,0,6,1,2,0,3,3,132,96,5,5/25,5/25,19.20,4.36,26.4,0,1,0
2,First-class,28,46,3,809,111,18.81,1620,49.93,2,2,101,9,15,0,28,46,5232,2266,75,6/36,10/103,30.21,2.59,69.7,4,4,1
3,List A,73,58,7,908,56,17.80,1102,82.39,0,2,77,29,29,0,73,72,3723,2966,96,5/25,5/25,30.89,4.78,38.7,4,2,0
4,T20s,39,26,5,439,114,20.90,336,130.65,1,1,33,23,16,0,39,37,759,892,46,3/11,3/11,19.39,7.05,16.5,0,0,0
