,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,9,15,1,696,159*,49.71,943,73.80,2,2,70,17,40,2,9,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,9,8,0,209,48,26.12,201,103.98,0,0,25,4,6,0,9,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,15,14,2,233,58,19.41,195,119.48,0,1,17,10,3,0,15,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,32,49,3,2440,308,53.04,2774,87.95,6,10,255,92,106,9,32,1,12,9,1,1/9,1/9,9.00,4.50,12.0,0,0,0
4,List A,45,42,4,1127,135,29.65,1094,103.01,1,6,118,36,49,10,45,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,82,81,10,2440,128*,34.36,1510,161.58,2,16,218,132,51,13,82,-,-,-,-,-,-,-,-,-,-,-,-
