,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,31,0,-,-,-,7.75,-,0,0,0
1,First-class,7,9,1,126,68*,15.75,322,39.13,0,1,14,1,0,0,7,13,1562,723,34,6/84,7/178,21.26,2.77,45.9,2,3,0
2,List A,27,11,7,56,23,14.00,63,88.88,0,0,0,3,3,0,27,25,1319,1047,47,4/38,4/38,22.27,4.76,28.0,2,0,0
3,T20s,22,10,7,28,7*,9.33,31,90.32,0,0,3,0,5,0,22,22,420,577,21,4/23,4/23,27.47,8.24,20.0,1,0,0
