,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,65,45,16,1254,120,43.24,1244,100.80,2,6,127,21,30,0,65,39,1127,971,27,3/23,3/23,35.96,5.16,41.7,0,0,0
1,T20Is,9,6,0,122,58,20.33,99,123.23,0,1,12,3,1,0,9,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,77,123,11,5154,327,46.01,7442,69.25,14,20,700,63,57,0,77,15,221,157,1,1/23,1/23,157.00,4.26,221.0,0,0,0
3,List A,156,132,32,4747,141,47.47,4526,104.88,9,28,481,99,69,0,156,50,1319,1182,30,3/23,3/23,39.40,5.37,43.9,0,0,0
4,T20s,119,106,27,1826,69,23.11,1390,131.36,0,9,163,62,43,7,119,4,60,88,4,2/23,2/23,22.00,8.80,15.0,0,0,0
