,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,27,47,7,1585,177,39.62,2881,55.01,3,10,151,32,25,0,27,10,334,202,2,1/26,1/35,101.00,3.62,167.0,0,0,0
1,ODIs,215,209,32,8658,264,48.91,9766,88.65,27,42,766,232,77,0,215,38,593,515,8,2/27,2/27,64.37,5.21,74.1,0,0,0
2,T20Is,94,86,14,2331,118,32.37,1693,137.68,4,16,207,102,35,0,94,9,68,113,1,1/22,1/22,113.00,9.97,68.0,0,0,0
3,First-class,87,137,16,6562,309*,54.23,,,20,30,,,67,0,87,64,2104,1132,24,4/41,5/85,47.16,3.22,87.6,1,0,0
4,List A,286,276,40,10900,264,46.18,,,30,55,,,101,0,286,70,1367,1162,30,4/28,4/28,38.73,5.10,45.5,1,0,0
5,T20s,314,301,46,8200,118,32.15,6158,133.16,6,55,725,336,126,0,314,57,628,817,29,4/6,4/6,28.17,7.80,21.6,1,0,0
