,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,26,42,1,1025,129,25.00,2080,49.27,1,7,134,4,57,6,26,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,94,79,21,1752,79,30.20,2392,73.24,0,9,176,15,64,7,94,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,32,26,14,399,48,33.25,278,143.52,0,0,42,15,14,5,32,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,163,249,19,9376,213,40.76,15965,58.72,27,42,,,385,44,163,,120,130,0,-,-,-,6.50,-,0,0,0
4,List A,223,197,34,6430,154*,39.44,7104,90.51,11,33,,,190,40,223,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,276,245,48,5407,97*,27.44,4056,133.30,0,27,529,165,167,55,276,1,12,10,1,1/10,1/10,10.00,5.00,12.0,0,0,0
