,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,4,7,0,167,56,23.85,458,36.46,0,1,19,1,1,0,4,7,273,132,5,3/37,3/38,26.40,2.90,54.6,0,0,0
1,First-class,70,109,13,5759,302*,59.98,11773,48.91,17,27,633,39,68,1,70,53,1778,936,25,3/17,3/24,37.44,3.15,71.1,0,0,0
2,List A,71,69,8,2848,169,46.68,3420,83.27,4,18,274,37,26,0,71,30,914,712,19,3/31,3/31,37.47,4.67,48.1,0,0,0
3,T20s,73,72,7,1309,81,20.13,1174,111.49,0,4,118,27,29,2,73,32,408,500,22,3/21,3/21,22.72,7.35,18.5,0,0,0
