,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,3,2,0,1,1,0.50,3,33.33,0,0,0,0,1,0,3,3,162,179,0,-,-,-,6.62,-,0,0,0
1,T20Is,3,-,-,-,-,-,-,-,-,-,-,-,0,0,3,3,58,84,4,2/35,2/35,21.00,8.68,14.5,0,0,0
2,First-class,58,70,14,613,50,10.94,1685,36.37,0,1,82,6,12,0,58,101,11146,5564,205,6/27,8/81,27.14,2.99,54.3,9,12,0
3,List A,80,37,14,157,22,6.82,287,54.70,0,0,9,0,26,0,80,80,3911,3382,138,6/39,6/39,24.50,5.18,28.3,6,5,0
4,T20s,93,30,20,66,8*,6.60,77,85.71,0,0,4,0,17,0,93,93,2023,2513,101,4/14,4/14,24.88,7.45,20.0,2,0,0
