,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,90,124,43,627,31*,7.74,2211,28.35,0,0,71,0,19,0,90,161,17196,9155,267,7/74,10/108,34.28,3.19,64.4,9,8,1
1,ODIs,80,28,13,72,13,4.80,203,35.46,0,0,6,0,19,0,80,78,3733,3563,115,4/34,4/34,30.98,5.72,32.4,6,0,0
2,T20Is,14,3,2,8,5*,8.00,9,88.88,0,0,1,0,4,0,14,14,278,400,8,2/34,2/34,50.00,8.63,34.7,0,0,0
3,First-class,132,168,62,889,66,8.38,2954,30.09,0,1,100,3,29,0,132,234,24571,12557,426,7/24,11/51,29.47,3.06,57.6,18,13,2
4,List A,123,45,20,174,31,6.96,368,47.28,0,0,12,1,26,0,123,120,5834,5154,178,5/21,5/21,28.95,5.30,32.7,10,1,0
5,T20s,133,33,25,65,10*,8.12,78,83.33,0,0,5,2,29,0,133,133,2851,3705,106,5/12,5/12,34.95,7.79,26.8,1,1,0
