,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,56,95,9,3488,188,40.55,6887,50.64,9,17,389,26,73,0,56,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,90,87,3,2962,111,35.26,3767,78.63,3,24,293,33,48,0,90,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,20,20,2,375,61,20.83,331,113.29,0,1,32,6,16,0,20,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,132,225,22,9956,265*,49.04,18184,54.75,30,43,1214,68,137,0,132,9,108,75,0,-,-,-,4.16,-,0,0,0
4,List A,167,163,10,6054,187,39.56,,,10,42,,,80,0,167,2,42,43,3,2/36,2/36,14.33,6.14,14.0,0,0,0
5,T20s,196,188,20,4988,105*,29.69,4167,119.70,2,35,518,94,82,0,196,1,6,5,1,1/5,1/5,5.00,5.00,6.0,0,0,0
