,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,3,0,195,77,65.00,375,52.00,0,2,19,5,3,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,50,85,6,3964,304*,50.17,6517,60.82,8,23,514,43,30,0,50,18,342,217,3,2/18,2/18,72.33,3.80,114.0,0,0,0
2,List A,75,75,1,3605,176,48.71,3579,100.72,12,14,448,63,28,0,75,3,30,34,0,-,-,-,6.80,-,0,0,0
3,T20s,134,129,9,2939,111,24.49,2232,131.67,1,18,287,104,49,0,134,1,6,8,0,-,-,-,8.00,-,0,0,0
