,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,11,5,2,70,26*,23.33,50,140.00,0,0,6,3,4,0,11,11,264,364,11,4/36,4/36,33.09,8.27,24.0,1,0,0
1,First-class,3,5,0,294,160,58.80,434,67.74,2,0,40,1,1,0,3,5,285,133,8,4/40,6/59,16.62,2.80,35.6,1,0,0
2,List A,48,46,6,1310,85,32.75,1593,82.23,0,8,127,28,15,0,48,46,2130,1747,57,6/41,6/41,30.64,4.92,37.3,2,2,0
3,T20s,89,70,20,1220,86,24.40,858,142.19,0,2,108,49,30,0,89,86,1614,1945,74,4/36,4/36,26.28,7.23,21.8,1,0,0
