,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,77,131,8,6613,243,53.76,11549,57.26,25,20,731,19,72,0,77,9,163,76,0,-,-,-,2.79,-,0,0,0
1,ODIs,236,228,38,11286,183,59.40,12135,93.00,41,54,1057,118,117,0,236,48,641,665,4,1/15,1/15,166.25,6.22,160.2,0,0,0
2,T20Is,67,62,17,2263,90*,50.28,1647,137.40,0,20,223,54,33,0,67,12,146,198,4,1/13,1/13,49.50,8.13,36.5,0,0,0
3,First-class,109,179,15,8862,243,54.03,15452,57.35,32,28,1044,34,103,0,109,23,631,330,3,1/19,2/42,110.00,3.13,210.3,0,0,0
4,List A,270,261,41,12728,183,57.85,13671,93.10,45,62,1221,142,135,0,270,55,705,726,4,1/15,1/15,181.50,6.17,176.2,0,0,0
5,T20s,266,252,46,8369,113,40.62,6240,134.11,5,60,773,264,120,0,266,44,454,661,8,2/25,2/25,82.62,8.73,56.7,0,0,0
