,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,49,8,3,39,18*,7.80,72,54.16,0,0,6,0,14,0,49,48,2617,2214,84,6/42,6/42,26.35,5.07,31.1,2,2,0
1,T20Is,31,3,2,4,3*,4.00,9,44.44,0,0,0,0,7,0,31,31,729,972,46,6/25,6/25,21.13,8.00,15.8,2,1,0
2,First-class,31,47,10,324,42,8.75,1084,29.88,0,0,38,2,11,0,31,48,5463,2790,84,6/44,8/112,33.21,3.06,65.0,3,2,0
3,List A,88,28,12,207,24*,12.93,322,64.28,0,0,21,1,22,0,88,85,4300,3466,127,6/24,6/24,27.29,4.83,33.8,3,3,0
4,T20s,151,29,18,54,10,4.90,96,56.25,0,0,1,0,39,0,151,149,3171,3986,172,6/25,6/25,23.17,7.54,18.4,4,1,0
