,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,2,2,0,16,9,8.00,32,50.00,0,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,9,16,2,1089,268,77.78,1409,77.28,3,7,135,13,6,0,9,1,6,4,0,-,-,-,4.00,-,0,0,0
2,List A,46,45,5,1873,123*,46.82,2179,85.95,5,9,192,30,16,0,46,1,6,4,0,-,-,-,4.00,-,0,0,0
3,T20s,32,29,10,614,76,32.31,462,132.90,0,5,55,19,11,0,32,-,-,-,-,-,-,-,-,-,-,-,-
