,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,55,50,14,1694,124*,47.05,2143,79.04,3,10,145,30,17,0,55,9,121,124,3,1/5,1/5,41.33,6.14,40.3,0,0,0
1,T20Is,6,5,1,42,20,10.50,50,84.00,0,0,5,0,4,0,6,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,97,156,21,6151,210,45.56,,,16,34,,,74,0,97,,798,518,10,4/43,,51.80,3.89,79.8,1,0,0
3,List A,160,150,25,5103,124*,40.82,,,5,37,,,67,0,160,,421,406,13,4/45,4/45,31.23,5.78,32.3,1,0,0
4,T20s,216,205,29,4584,100*,26.04,3740,122.56,1,24,384,156,82,3,216,-,-,-,-,-,-,-,-,-,-,-,-
