,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,6,6,0,51,26,8.50,161,31.67,0,0,6,0,3,0,6,10,989,579,24,5/57,6/119,24.12,3.51,41.2,2,2,0
1,ODIs,51,20,12,101,19,12.62,173,58.38,0,0,8,0,5,0,51,49,2700,2229,93,6/25,6/25,23.96,4.95,29.0,4,1,0
2,T20Is,18,2,1,20,16,20.00,20,100.00,0,0,2,0,7,0,18,18,405,454,35,5/24,5/24,12.97,6.72,11.5,1,1,0
3,First-class,30,38,4,846,117,24.88,1938,43.65,1,6,107,6,13,0,30,49,5774,3512,117,6/79,9/120,30.01,3.64,49.3,7,6,0
4,List A,61,27,14,150,25,11.53,257,58.36,0,0,11,0,7,0,61,59,3210,2607,107,6/25,6/25,24.36,4.87,30.0,4,2,0
5,T20s,89,19,11,106,17*,13.25,111,95.49,0,0,10,0,25,0,89,88,1917,2385,112,5/17,5/17,21.29,7.46,17.1,3,2,0
