,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,18,-,-,-,-,-,,v Australia,Bristol,1 Jun 2019
1,2,-,DNB,-,-,0,0,,v Australia,Bristol,1 Jun 2019
2,1,-,DNB,-,-,0,0,,v Sri Lanka,Cardiff,4 Jun 2019
3,2,4,-,-,-,-,-,,v Sri Lanka,Cardiff,4 Jun 2019
4,1,59,-,-,-,-,-,,v New Zealand,Taunton,8 Jun 2019
