,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,1.1,2,0,1,0,,v Bangladesh,Canberra,18 Feb 2015
1,2,42,-,-,-,-,-,,v Bangladesh,Canberra,18 Feb 2015
2,1,38,-,-,-,-,-,,v Sri Lanka,Dunedin,22 Feb 2015
3,2,-,6.0,32,0,0,0,,v Sri Lanka,Dunedin,22 Feb 2015
4,1,-,DNB,-,-,0,0,,v Scotland,Dunedin,26 Feb 2015
