,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0,-,-,-,-,-,,v Australia,Bristol,1 Jun 2019
1,2,-,DNB,-,-,0,0,,v Australia,Bristol,1 Jun 2019
2,1,-,DNB,-,-,2,0,,v Sri Lanka,Cardiff,4 Jun 2019
3,2,7,-,-,-,-,-,,v Sri Lanka,Cardiff,4 Jun 2019
