,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,10.0,61,2,0,0,,v Bangladesh,Canberra,18 Feb 2015
1,2,0,-,-,-,-,-,,v Bangladesh,Canberra,18 Feb 2015
2,1,0,-,-,-,-,-,,v Sri Lanka,Dunedin,22 Feb 2015
3,2,-,9.0,45,3,0,0,,v Sri Lanka,Dunedin,22 Feb 2015
4,1,-,10.0,32,1,1,0,,v Scotland,Dunedin,26 Feb 2015
