,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,27,-,-,-,-,-,,v Australia,Bristol,1 Jun 2019
1,2,-,8.0,52,1,0,0,,v Australia,Bristol,1 Jun 2019
2,1,-,7.5,17,2,0,0,,v Sri Lanka,Cardiff,4 Jun 2019
3,2,2,-,-,-,-,-,,v Sri Lanka,Cardiff,4 Jun 2019
4,1,0,-,-,-,-,-,,v New Zealand,Taunton,8 Jun 2019
