,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,9.0,55,2,0,0,,v Bangladesh,Canberra,18 Feb 2015
1,2,14,-,-,-,-,-,,v Bangladesh,Canberra,18 Feb 2015
2,1,14,-,-,-,-,-,,v New Zealand,Taunton,8 Jun 2019
3,2,-,8.1,45,3,0,0,,v New Zealand,Taunton,8 Jun 2019
4,1,0*,-,-,-,-,-,,v South Africa,Cardiff,15 Jun 2019
