,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,13,-,-,-,-,-,,v Australia,Bristol,1 Jun 2019
1,2,-,4.5,45,1,1,0,,v Australia,Bristol,1 Jun 2019
2,1,-,3.0,19,0,0,0,,v Sri Lanka,Cardiff,4 Jun 2019
3,2,1*,-,-,-,-,-,,v Sri Lanka,Cardiff,4 Jun 2019
4,1,-,10.0,44,0,1,0,,v England,Manchester,18 Jun 2019
