,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,9.0,53,1,1,0,,v Scotland,Dunedin,26 Feb 2015
1,2,0,-,-,-,-,-,,v Scotland,Dunedin,26 Feb 2015
2,1,31,-,-,-,-,-,,v Australia,Bristol,1 Jun 2019
3,2,-,5.0,32,1,0,0,,v Australia,Bristol,1 Jun 2019
4,1,-,4.0,38,0,0,0,,v Sri Lanka,Cardiff,4 Jun 2019
