,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,8.0,56,1,0,0,,v West Indies,Leeds,4 Jul 2019
1,2,25,-,-,-,-,-,,v West Indies,Leeds,4 Jul 2019
