,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,9.0,58,1,0,0,,v Bangladesh,Canberra,18 Feb 2015
1,2,44,-,-,-,-,-,,v Bangladesh,Canberra,18 Feb 2015
2,1,21,-,-,-,-,-,,v Sri Lanka,Dunedin,22 Feb 2015
3,2,-,5.2,28,0,0,0,,v Sri Lanka,Dunedin,22 Feb 2015
4,1,-,10.0,38,1,1,0,,v Scotland,Dunedin,26 Feb 2015
