,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,6.0,35,0,0,0,,v Australia,Lord's,29 Jun 2019
1,2,5,-,-,-,-,-,,v Australia,Lord's,29 Jun 2019
