,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,8.0,40,0,0,0,,v South Africa,Auckland,24 Mar 2015
1,2,DNB,-,-,-,-,-,,v South Africa,Auckland,24 Mar 2015
2,1,0,-,-,-,-,-,,v Australia,Melbourne,29 Mar 2015
3,2,-,9.1,46,2,0,0,,v Australia,Melbourne,29 Mar 2015
4,1,-,7.0,29,3,1,0,,v Sri Lanka,Cardiff,1 Jun 2019
