,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v Sri Lanka,Cardiff,1 Jun 2019
1,2,58*,-,-,-,-,-,,v Sri Lanka,Cardiff,1 Jun 2019
2,1,-,DNB,-,-,0,0,,v Bangladesh,The Oval,5 Jun 2019
3,2,24,-,-,-,-,-,,v Bangladesh,The Oval,5 Jun 2019
4,1,-,DNB,-,-,1,0,,v Afghanistan,Taunton,8 Jun 2019
